gene,n_guides,best_day,best_day_among_active,active_days,hit_anyday,max_abs_postmean,min_lfsr,min_lfsr_among_active,guide_min_lfsr_min,median_guide_lfsr_min,gene_postmean_d0,gene_postsd_d0,gene_lfsr_d0,gene_postmean_d1,gene_postsd_d1,gene_lfsr_d1,gene_postmean_d2,gene_postsd_d2,gene_lfsr_d2,gene_postmean_d3,gene_postsd_d3,gene_lfsr_d3
Gene72,6,0,0.0,"d0,d1",True,0.5848274891513509,0.0,0.0,2.70347881324657e-115,4.4797057202302e-46,0.5848274891513509,0.01421702249474,0.0,0.24689823830820729,0.019206513723962038,0.0,0.11431152247138235,0.02316417788413445,4.01081495182698e-07,0.13164500623992625,0.02732732753258129,7.27426237578932e-07
Gene73,6,0,,,False,0.18245901660523806,0.0,,0.0,6.33284289944545e-11,0.11517201564319939,0.007166652378030953,0.0,0.14343743931871777,0.008222487925237573,0.0,0.18245901660523806,0.00994733424603434,0.0,0.1683225214043046,0.00975617450667071,0.0
Gene74,6,1,1.0,d1,True,0.5865035917881434,0.0,0.0,0.0,2.1762542771583e-31,-0.013923110832028551,0.012419260252302724,0.13112473705644756,-0.5865035917881434,0.01929421358171054,0.0,0.12395005318315003,0.024715436665149713,2.650480354637885e-07,0.13011969062980414,0.029578880116864766,5.435680841603396e-06
Gene75,6,2,2.0,"d2,d3",True,0.8587140426918013,0.0,0.0,0.0,0.0,0.09980684733704048,0.012572229983433793,9.992007221626409e-16,0.03489931846797346,0.018203449147778758,0.027607429938931227,-0.8587140426918013,0.025354026258445374,0.0,0.28786157685954294,0.032267366715985915,0.0
Gene76,6,0,,,False,0.06443223956811225,6.325873158630202e-11,,5.81784648833563e-51,5.476987862950775e-13,0.06443223956811225,0.010018540951714363,6.325873158630202e-11,0.05883226525505443,0.014396605164862844,2.1892947725921097e-05,-0.027392132290993736,0.01877395202953248,0.07227569095483366,0.023150102652678438,0.022692975816296382,0.15383009077389886
Gene77,6,0,,,False,0.18685825768017195,0.0,,0.0,0.0005419215474149866,-0.12119701122751866,0.006256645112513449,0.0,-0.15675423460741192,0.006932919224929602,0.0,-0.16492365380866963,0.0071696827707744635,0.0,-0.18685825768017195,0.007602308988908552,0.0
Gene78,6,0,,,False,0.05710363580596685,0.0,,0.0,1.480318993543905e-23,0.050704599092510516,0.0056861201352597975,0.0,0.056746624369917,0.005876578511319563,0.0,0.05343663080484233,0.005997487921798483,0.0,0.05710363580596685,0.006131878683864585,0.0
Gene79,6,0,0.0,"d0,d1,d3",True,0.7485064791693861,0.0,0.0,4.82781776829272e-118,3.064359578281719e-74,0.6500493739201018,0.015203787770634171,0.0,0.20377587684777812,0.021631606284104158,0.0,0.09944695394949815,0.026033276434330167,6.672752079467381e-05,0.7485064791693861,0.031197348054810954,0.0
Gene8,6,0,,,False,0.10287633330336371,0.0,,8.671724253147961e-20,2.1680139756899987e-08,0.10287633330336371,0.010540277818100319,0.0,0.049855071156932905,0.01524272935360571,0.0005363241216326808,0.05109756079520905,0.01872283716576343,0.003174823964712359,0.08415217786579739,0.02145580151461407,4.388705568453277e-05
Gene80,6,1,,,False,0.036734005226939155,0.0017956541444115182,,0.0,0.00092938985312,-0.01419874265117538,0.009201440691037363,0.06140326369026372,0.036734005226939155,0.012614730468824383,0.0017956541444115182,-0.005539188785961533,0.014926400068797294,0.35528148259164916,-0.0016823024229979644,0.018424995183228734,0.46362494495573203
Gene81,6,0,,,False,0.1112769624761811,0.0,,0.0,0.00258871142874765,0.08962520924913374,0.00718053942626126,0.0,0.10198901939939031,0.007674040941127462,0.0,0.11002084867678574,0.008025068060778677,0.0,0.1112769624761811,0.008218670485224656,0.0
